Authors,Title,year,Abstract,Keywords
"Jardines A,Soler M,Cervantes A,García-Heras J,Simarro J",Convection indicator for pre-tactical air traffic flow management using neural networks,2021,"Convective weather is a large source of disruption for air traffic management operations. Being able to predict thunderstorms the day before operations can help traffic managers plan around weather and improve air traffic flow management operations. In this paper, machine learning is applied on data from satellite storm observations and ensemble numerical weather prediction products to detect convective weather 36 h in advance. The learning task is formulated as a binary classification problem and a neural network is trained to predict the occurrence of storms. The neural network results are used to develop a probabilistic based convection indicator capable of outperforming existing convection indicators found in the literature. Lastly, applications of the neural network based indicator in an air traffic management setting are presented.","Thunderstorms, Air traffic management, Numerical weather prediction, Satellite images, Machine learning"
"Corea F,Bertinetti G,Cervellati EM",Hacking the venture industry: An Early-stage Startups Investment framework for data-driven investors,2021,"Investing in early-stage companies is incredibly hard, especially when no data are available to support the decision process. Venture capitalists often rely on gut feeling or heuristics to reach a decision, which is biased and potentially harmful. This work proposes a new data-driven framework to help investors be more effective in selecting companies with a higher probability of success. We built upon existing interdisciplinary research and augmented it with further analysis on more than 600,000 companies over a 20-year timeframe. The resulting framework is therefore a smart checklist of 21 relevant features that may help investors to select the companies more likely to succeed.","Venture capital, Machine learning, Business angels, Artificial intelligence, Gradient Tree Boosting"
"Ali MS,Miah MS,Haque J,Rahman MM,Islam MK",An enhanced technique of skin cancer classification using deep convolutional neural network with transfer learning models,2021,"Skin cancer is one of the top three perilous types of cancer caused by damaged DNA that can cause death. This damaged DNA begins cells to grow uncontrollably and nowadays it is getting increased speedily. There exist some researches for the computerized analysis of malignancy in skin lesion images. However, analysis of these images is very challenging having some troublesome factors like light reflections from the skin surface, variations in color illumination, different shapes, and sizes of the lesions. As a result, evidential automatic recognition of skin cancer is valuable to build up the accuracy and proficiency of pathologists in the early stages. In this paper, we propose a deep convolutional neural network (DCNN) model based on deep learning approach for the accurate classification between benign and malignant skin lesions. In preprocessing we firstly, apply filter or kernel to remove noise and artifacts; secondly, normalize the input images and extract features that help for accurate classification; and finally, data augmentation increases the number of images that improves the accuracy of classification rate. To evaluate the performance of our proposed, DCNN model is compared with some transfer learning models such as AlexNet, ResNet, VGG-16, DenseNet, MobileNet, etc. The model is evaluated on the HAM10000 dataset and ultimately we obtained the highest 93.16% of training and 91.93% of testing accuracy respectively. The final outcomes of our proposed DCNN model define it as more reliable and robust when compared with existing transfer learning models.","Skin cancer, Pre-processing, Convolutional neural network, Classification, Transfer learning"
"Batarseh FA,Gopinath M,Monken A,Gu Z",Public policymaking for international agricultural trade using association rules and ensemble machine learning,2021,"International economics has a long history of improving our understanding of factors causing trade, and the consequences of free flow of goods and services across countries. The recent shocks to the free-trade regime, especially trade disputes among major economies, as well as black swan events (such as trade wars and pandemics), raise the need for improved predictions to inform policy decisions. Artificial Intelligence (AI) methods are allowing economists to solve such prediction problems in new ways. In this manuscript, we present novel methods that predict and associate food and agricultural commodities traded internationally. Association Rules (AR) analysis has been deployed successfully for economic scenarios at the consumer or store level (such as for market basket analysis). In our work however; we present analysis of imports/exports associations and their effects on country–commodity trade flows. Moreover, Ensemble Machine Learning (EML) methods are developed to provide improved agricultural trade predictions, outlier events’ implications, and quantitative pointers to policy makers.","International trade, Association rules, Ensemble machine learning, Country–commodity transactions, Black swan events, Gravity models"
"Ott J,Bruyette D,Arbuckle C,Balsz D,Hecht S,Shubitz L,Baldi P",Detecting pulmonary Coccidioidomycosis with deep convolutional neural networks,2021,"Coccidioidomycosis is the most common systemic mycosis in dogs in the southwestern United States. With warming climates, affected areas and number of cases are expected to increase in the coming years, escalating also the chances of transmission to humans. As a result, developing methods for automating the detection of the disease is important, as this will help doctors and veterinarians more easily identify and diagnose positive cases. We apply machine learning models to provide accurate and interpretable predictions of Coccidioidomycosis. We assemble a set of radiographic images and use it to train and test state-of-the-art convolutional neural networks to detect Coccidioidomycosis. These methods are relatively inexpensive to train and very fast at inference time. We demonstrate the successful application of this approach to detect the disease with an Area Under the Curve (AUC) above 0.99 using 10-fold cross-validation. We also use the classification model to identify regions of interest and localize the disease in the radiographic images, as illustrated through visual heatmaps. This proof-of-concept study establishes the feasibility of very accurate and rapid automated detection of Valley Fever in radiographic images.",
"Nguyen B,Coelho Y,Bastos T,Krishnan S",Trends in human activity recognition with focus on machine learning and power requirements,2021,"The advancement and availability of technology can be employed to improve our daily lives. One example is Human Activity Recognition (HAR). HAR research has been mainly explored using imagery but is currently evolving to the use of sensors and has the ability to have a positive impact, including individual health monitoring and removing the barrier of healthcare. To reach a marketable HAR device, state-of-the-art classifications and power consumption methods such as convolutional neural network (CNN), data compression and other emerging techniques are reviewed here. The review of the current literature creates a foundation in HAR and addresses the lack of available HAR datasets, recommendation of classification and power reduction techniques, current drawbacks and their respective solutions, as well as future trends in HAR. The lack of publicly available datasets makes it difficult for new users to explore the field of HAR. This paper dedicates a section to publicly available datasets for users to access. Finally, a framework is suggested for HAR applications, which envelopes the current literature and emerging trends in HAR.","HAR, Machine learning, Power consumption, Wearable devices, Telemedicine"
"Hamid TM,Sallehuddin R,Yunos ZM,Ali A",Ensemble Based Filter Feature Selection with Harmonize Particle Swarm Optimization and Support Vector Machine for Optimal Cancer Classification,2021,"Explosive increase of dataset features may intensify the complexity of medical data analysis in deciding necessary treatment for the patient. In most cases, the accuracy of diagnosis system is vitally impacted by the data dimensionality and classifier parameters. Since these two processes are dependent, conducting them independently could deteriorate the accuracy performance. Filter algorithm is used to eliminate irrelevant features based on ranking. However, independent filter still incapable to consider features dependency and resulting in imbalance selection of significant features which consequently degrade the classification performance. In order to mitigate this problem, ensemble of multi filters algorithm such as Information Gain (IG), Gain Ratio (GR), Chi-squared (CS) and Relief-F (RF) are utilized as it can considers the intercorrelation between features. The proper kernel parameters settings may also influence the classification performance. Hence, a harmonize classification technique using Particle Swarm Optimization (PSO) and Support Vector Machine (SVM) is employed to optimize the searching of optimal significant features and kernel parameters synchronously without degrading the accuracy. Therefore, an ensemble filter feature selection with harmonize classification of PSO and SVM (Ensemble-PSO-SVM) are proposed in this research. The effectiveness of the proposed method is examined on standard Breast Cancer and Lymphography datasets. Experimental results showed that the proposed method successfully signify the classifier accuracy performance with optimal significant features compared to other existing methods such as PSO-SVM and classical SVM. Hence, the proposed method can be used as an alternative method for determining the optimal solution in handling high dimensional data.",
"Clémentin TD,Cabrel TF,Belise KE",A novel algorithm for extracting frequent gradual patterns,2021,"The extraction of frequent gradual pattern is an important problem in computer science and largely studied by the scientist’s community of research in data mining. A frequent gradual pattern translates a recurrent co-variation between the attributes of a database. Many applications issues from many domains, such as economy, health, education, market, bio-informatics, astronomy or web mining, are based on the extraction of frequent gradual patterns. Algorithms to extract frequent gradual patterns in the large databases are greedy in CPU time and memory space. This raises the problem of improving the performances of these algorithms. This paper presents a technique for improving the performance of frequent gradual pattern extraction algorithms. The exploitation of this technique leads to a new, more efficient algorithm called SGrite. The experiments carried out confirm the interest of the proposed technique.","Pattern mining, Pruning, Search space, Gradual support, Lattice, Adjacency matrix"
"Martarelli NJ,Nagano MS",How have high-impact scientific studies designing their experiments on mixed data clustering? A systematic map to guide better choices,2021,"Many scientific works on grouping mixed data have chosen different experimental scenarios to structure their findings, which involve deciding from the programming language to the use of real-world and/or simulated datasets and performance measures, for example. Due to these characteristics directly influence the conclusion of the studies and the way new scientific works are proposed, it would be useful to have a wide map with the main choices that have been done by the authors of high-impact scientific documents so that the community can reflect on the thematic direction, identify best practices, and propose new paths for future research. To the best of our knowledge, such a map does not exist, neither a methodological procedure to build it. Therefore, this paper proposes a systematic methodology to reach such maps and provides a wide and in-depth map of the main choices the authors of high-impact scientific documents on mixed data clustering and surrounding studies have done in their experiments. As a result, 160 documents were systematically selected and classified into one of the six class of data clustering approaches, besides individually tabulated. From the tables for each class, we found, for instance, that real-world datasets are used more frequently than simulated ones, the documents used more external indices, followed by internal and relative ones, it is not common for the authors to inform the programming language they have used, except in the partitional class. We also provided the address of the algorithms’ code when they are made available by the authors.","Mixed data clustering, Computational experiments, Systematic literature review, Numerical and categorical data, Mixed datasets, Performance measures"
"Zhang G,Bai X,Wang Y",Short-time multi-energy load forecasting method based on CNN-Seq2Seq model with attention mechanism,2021,"Integrated Energy Systems have become a vital energy utilization to alleviate the multiple stress of energy, environment, and economy worldwide. Integrated Energy Microgrid (IEM) is a small-scale integrated energy system located in a distribution network close to the demand side. The accurate forecasting of multi-load is an essential prerequisite for ensuring the reliable and economic operation of an IEM. Comprehensively considering temperature, humidity, wind speed, and the coupling relationship of multi-energy, this paper proposes a CNN-Seq2Seq model with an attention mechanism based on a multi-task learning method for a short-time multi-energy load forecasting. In detail, CNN is used to extract useful features of the input data. Then, the short-time multi-energy load is forecasted by using Seq2Seq according to the extracted features. Meanwhile, the attention mechanism and multi-task learning method are introduced to improve the accuracy of load forecasting. The simulation results with the actual data of an IEM validate the effectiveness of the proposed short-time multi-energy load forecasting method.","Integrated Energy Microgrid (IEM), Multi-energy load, Load forecasting, Multi-task learning, Attention mechanism"
"Hossain MS,Miah MS",Machine learning-based malicious user detection for reliable cooperative radio spectrum sensing in Cognitive Radio-Internet of Things,2021,"The Cognitive Radio based Internet of Things (CR-IoT) is a promising technology that provides IoT endpoints, i.e., CR-IoT users the capability to share the radio spectrum otherwise allocated to licensed Primary Users (PUs). Cooperative Spectrum Sensing (CSS) improves spectrum sensing accuracy in a CR-IoT network. However, its performance may be degraded by potential attacks of the malicious CR-IoT users that send their incorrect sensing information to the corresponding Fusion Center (FC). This study presents a promising Machine Learning (ML)-based malicious user detection scheme for a CR-IoT network that uses a Support Vector Machine (SVM) algorithm to identify and classify malicious CR-IoT users. The classification allows the FC to make a more robust global decision based on the sensing results (i.e., energy vectors) which are reported only by the normal CR-IoT users. The effectiveness of the proposed SVM algorithm based ML in a CR-IoT network with the malicious CR-IoT users is verified via simulations.","Cooperative spectrum sensing, Cognitive radio, Internet of Things, Machine learning, Support vector machine, Cognitive Radio-Internet of Things, Fusion center"
"Singh S,Sharma A,Chauhan VK",Online handwritten Gurmukhi word recognition using fine-tuned Deep Convolutional Neural Network on offline features,2021,"The recognition of online handwriting is a vital application of pattern recognition, which involves the extraction of spatial and temporal information of handwritten patterns, and understanding the handwritten text while writing on the digital surface. Although, online handwriting recognition is a mature but exciting and fast developing field of pattern recognition, the same is not true for many of the Indic scripts. Gurmukhi is one of such popular scripts of India, and online handwriting recognition issues for larger units as words or sentences largely remained unexplored for this script till date. The existing study and first ever attempt for online handwritten Gurmukhi word recognition has relied upon the widely used hidden Markov model. This existing study evaluated against and performed very well in their chosen metrics. But, the available online handwritten Gurmukhi word recognition system could not obtain more than 90% recognition accuracy in data dependent environment too. The present study provided benchmark results for online handwritten Gurmukhi word recognition using deep learning architecture convolutional neural network, and obtained above 97% recognition accuracy in data dependent mode of handwriting. The previous Gurmukhi word recognition system followed the stroke based class labeling approach, whereas the present study has followed the word based class labeling approach. Present Online handwritten Gurmukhi word recognition results are quite satisfactory. Moreover, the proposed architecture can be used to improve the benchmark results of online handwriting recognition of several major Indian scripts. Experimental results demonstrated that the deep learning system achieved great results in Gurmukhi script and outperforms existing results in the literature.","Online handwriting recognition, Word recognition, Gurmukhi, Deep learning, Convolutional neural network"
"Saha P,Sircar R,Bose A","Using hospital Admission, Discharge & Transfer (ADT) data for predicting readmissions",2021,"Readmission of patients within a specific period after their discharge from a hospital is a cause of concern for the healthcare industry due to the cost involved. Most of the work done for predicting such readmissions using machine learning (ML) have been based on EHR, claims or authorization data from specific sources, which are mostly snapshot data at one static point in time and hence delayed. ADT being dynamic as the data is available instantaneous on occurrence of a medical event/visit adds value. Our goal is to utilize machine learning on unlabeled ADT data to identify patients who are at a high risk of being readmitted. We approached the problem in three parts. First, we labeled patient events using logical rules and finalized one of many readmission definitions that was more encapsulating of varied scenarios. Second, feature engineering was done which encapsulates the longitudinal timeline of each patient in a representative way considering all the contextual information. Third, we developed an automated machine learning pipeline which takes modeling inputs from the user, runs various models to generate readmission prediction, does a cross validation and returns the best model. We tried multiple combinations of models and cross-validation strategies and decided on a random forest model with specific hyper-parameter values and to be the most effective method to classify high risk patients. It had a test AUC-ROC of 72% which is better than quite a few industry standards. The model currently implemented in the client environment identifies the high-risk patients in real-time to care nurses who in turn take proper interventions to reduce their chances of readmission.","Healthcare, Readmission, ADT, Machine learning, Auto ml"
"Xu X,Zhang Y",Individual time series and composite forecasting of the Chinese stock index,2021,"We explore the short-run forecasting problem at horizons of 1, 5, 10, 15, and 20 days for three forecasting periods within one year for the Chinese stock index from April 16, 2010, the launch date of the index futures, to May 19, 2014 with daily closing prices. We study forecast performance of 51 individual time series models that are different variations of autoregressive models, (Bayesian) vector autoregressive models, and (Bayesian) vector error correction models, and 41 composite models based on different trimming strategies of these individual models. The composite models, including the previous best forecast, equal-weighted average, inverse mean squared error, bias adjusted mean, shrinkage, and odds matrix approaches, utilize the idea of model boosting to diversify against possible mis-specifications, breaks, and structural changes in individual models, and aim at more robust performance. Across all forecasting horizons and forecasting periods investigated, we arrive at a shrinkage composite model with the shrinkage parameter of 0.25 that is optimal based on the mean squared error. This result is robust against the choice of futures series used in individual models and the pre-processing of structural breaks in data. We also discuss empirical findings at a more granular level, including comparisons of individual models and those of composite forecasts. Our results should fulfill different forecasting users’ information needs for decision making and policy analysis. The empirical framework also has potential of being adapted to similar time series forecasting problems in different fields.","Time series models, Composite models, Chinese stock index, Spot prices, Forecasting"
"Islam MK,Ali MS,Miah MS,Rahman MM,Alam MS,Hossain MA","Brain tumor detection in MR image using superpixels, principal component analysis and template based K-means clustering algorithm",2021,"In the present era, human brain tumor is the extremist dangerous and devil to the human being that leads to certain death. Furthermore, the brain tumor arises more complexity of patients life with time. As a result, early detection of tumors is most crucial to save and prolong the patient’s lifetime. Therefore, enhanced brain tumor detection is required in medical fields. Automatic human brain tumor detection in magnetic resonance imaging (MRI) is playing a vital role in several symptomatic and cures applications. However, the existing schemes (e.g., random forest, Fuzzy C-means, artificial neural network (ANN) and wavelet transform) can detect brain tumors with insufficient accuracy and longer execution time (in minutes). In this paper, we propose an enhanced brain tumor detection scheme based on the template-based K-means (TK) algorithm with superpixels and principal component analysis (PCA) which efficiently detects the human brain tumors in lower execution time. At first, we extract essential features using both superpixels and PCA which helps accurately to detect brain tumors. Then, image enhancement is done using a filter that helps to improve accuracy. Finally, the image segmentation is performed through TK-means clustering algorithm to detect the brain tumor. The experimental results show that the proposed detection scheme achieves a better accuracy and a reduced execution time (in seconds) than other existing schemes for the detection of brain tumor in MR image.","Magnetic resonance imaging, Segmentation, Feature extraction, Superpixels, Principal component analysis, Template based K-means algorithm"
"Sant'Ana DA,Pache MC,Martins J,Soares WP,de Melo SL,Garcia V,de Moares Weber VA,da Silva Heimbach N,Mateus RG,Pistori H",Weighing live sheep using computer vision techniques and regression machine learning,2021,"This research arose from the need to aggregate computer vision technology and machine learning in sheep weight control and facilitate the weighing process of animals in farms. The experiment was conducted to collect the images of the animals and their weights, and later, the annotations of the images were made, generating a mask image dataset. We selected the attribute extraction algorithms that extracted shape, size, and angles with k-curvature. With these extracted data, we used the stratified five-fold cross-validation. Also, we used eight machine learning techniques aimed at regression, and the result obtained when compared to the metric Adjusted R2 was the technique called Random Forest Regressor to obtain Adjusted R2 0.687 (±0.09) and MAE of 3.099 (±1.52) kilograms. By performing the ANOVA test to check if it is statistically relevant using the Adjusted R2 measure, we got a p-value of 0.00000807 (8.07e−06). The contribution of the work is sheep weight prediction in a non-invasive way using images. Therefore, the results achieved make it possible to measure the animal’s weight with an MAE of 3.099 kg.","Weight prediction, Mass estimation, Top-view body area, Body size measurements, Image processing"
"Akpan UI,Starkey A",Review of classification algorithms with changing inter-class distances,2021,"Machine learning algorithms are often faced with several data related problems. Real-world datasets come in various types and dimensions, each of which constitute some form of data related problems; moreover, they often contain irrelevant or noisy features. As a result of these, different data related problems require different techniques for the classification process. In this paper, some data related problems of interest are replicated in different synthetic datasets in order to investigate and evaluate the performance of a range of learning algorithms. Specifically, the data problems studied in this research are: datasets with varying inter class distances (classes are separated by different amounts); datasets with classes having different input relevance; datasets with classes defined by multiple features and by multiple underlying pattern; datasets with increasing number of noisy features; and datasets with varying amplitudes of noisy features. Also, datasets with combination of some of the problems were also synthesized. These datasets were then used to measure and validate the performance of a number of selected classification algorithms. The results of the experimental investigations show that the GNG had the best performance on datasets with varying inter class distances while DL performed best on the other datasets of different data problems.","Machine learning, Classification, Features selection, Noisy features, Data related problems, Synthetic data"
"Teague S,Chahl J",Time series classification of radio signal strength for qualitative estimate of UAV motion,2021,"Many common navigation solutions fall short when an aircraft’s GPS signal is either jammed or spoofed. This is typically due to the iterative nature of the estimation process, which requires an acceptably accurate initial estimate, or due to the accumulated error of inertial sensors, which are unable to directly observe the position of an aircraft. A mechanism is presented in this paper which operates on qualitative information, allowing an aircraft to remain within a vicinity despite an absence of precision localization. A long-short-term-memory neural network was used for time series classification of radio signal strength data on a light weight fixed wing UAV. Simulation results show that the two class classifier is able to determine the motion of an aircraft with respect to a radio beacon with 97.73% accuracy. The classes used for classification represent motion as either towards, or away from a beacon. A simple high level controller was designed to use the classification output and converge on a beacon. Results from this paper indicate that this unique application of qualitative navigation by the application of time series classification offers a viable alternative to aircraft navigation in GPS denied environments.","LSTM, Received signal strength, UAV, Navigation"
"Merlini D,Rossini M",Text categorization with WEKA: A survey,2021,"This work shows the use of WEKA, a tool that implements the most common machine learning algorithms, to perform a Text Mining analysis on a set of documents. Applying these methods requires initial steps where the text is converted into a structured format. Both the processing phase and the analysis of the transformed dataset, using classification and clustering algorithms, can be carried out entirely with this tool, in a rigorous and simple way. The work describes the construction of two classification models starting from two different sets of documents. These models are not meant to be good or realistic, but just illustrate how WEKA can be used for a Text Mining analysis.","Classification, Clustering, Text categorization, Text Mining,"
"Sazzed S,Jayarathna S",SSentiA: A Self-supervised Sentiment Analyzer for classification from unlabeled data,2021,"In recent years, supervised machine learning (ML) methods have realized remarkable performance gains for sentiment classification utilizing labeled data. However, labeled data are usually expensive to obtain, thus, not always achievable. When annotated data are unavailable, the unsupervised tools are exercised, which still lag behind the performance of supervised ML methods by a large margin. Therefore, in this work, we focus on improving the performance of sentiment classification from unlabeled data. We present a self-supervised hybrid methodology SSentiA (Self-supervised Sentiment Analyzer) that couples an ML classifier with a lexicon-based method for sentiment classification from unlabeled data. We first introduce LRSentiA (Lexical Rule-based Sentiment Analyzer), a lexicon-based method to predict the semantic orientation of a review along with the confidence score of prediction. Utilizing the confidence scores of LRSentiA, we generate highly accurate pseudo-labels for SSentiA that incorporates a supervised ML algorithm to improve the performance of sentiment classification for less polarized and complex reviews. We compare the performances of LRSentiA and SSSentA with the existing unsupervised, lexicon-based and self-supervised methods in multiple datasets. The LRSentiA performs similarly to the existing lexicon-based methods in both binary and 3-class sentiment analysis. By combining LRSentiA with an ML classifier, the hybrid approach SSentiA attains 10%–30% improvements in macro F1 score for both binary and 3-class sentiment analysis. The results suggest that in domains where annotated data are unavailable, SSentiA can significantly improve the performance of sentiment classification. Moreover, we demonstrate that using 30%–60% annotated training data, SSentiA delivers similar performances of the fully labeled training dataset.",
"Almasi ON,Rouhani M",A geometric-based data reduction approach for large low dimensional datasets: Delaunay triangulation in SVM algorithms,2021,"Training a support vector machine (SVM) on large datasets is a slow daunting process. Further, SVM becomes slow in the testing phase, due to its large number of support vectors (SVs). This paper proposes an effective geometric algorithm based on construction of Delaunay triangulation (DT) algorithm using Quickhull algorithm with a novel strategy to exactly identify and extract the boundary data points laid between the two classes of a dataset, and later uses these most informative data points as a reduced dataset to solve various SVM algorithms and proposes new DT-SVM algorithms Two synthetic datasets with the size of 1K incrementally up to 500K datasets are generated to extensively verify the effectiveness of the proposed DT-SVM algorithms over various data sizes and for further assessment, the most efficient version of proposed DT-SVM is applied on well-known benchmark datasets from UCI Machine Learning Repository. Two variant of sequential minimization optimization (SMO) decomposition methods, in addition to Least Square form of SVM are implemented to present the scalability of new DT-SVM algorithms in linear/nonlinear separable/non-separable large low dimensional datasets. Moreover, the most efficient version of the proposed algorithm is compared to RCH-SK as a known geometric approach in the SVM literature. The results demonstrate that while the proposed approach improves the scalability of DT-SVM in large low dimensional datasets, it leads SVM algorithms to maintain the accuracy in an acceptable range with considerably lower time in both training and testing phases with using a noticeably fewer number of SVs.","Support vector machine, Delaunay triangulation, Geometric method, Large datasets"
"Kiangala SK,Wang Z",An effective adaptive customization framework for small manufacturing plants using extreme gradient boosting-XGBoost and random forest ensemble learning algorithms in an Industry 4.0 environment,2021,"The prevailing competitive manufacturing industry calls for continuous customer satisfaction for business sustainability. With the emergence of the Industry 4.0 paradigm, product customization, which gives customers the means to personalized products to meet their needs, has become a strategy to increase companies’ value. High-tech manufacturing firms are already diving deep into Industry 4.0 standards adopting innovative strategies to outstand themselves in the market, while small manufacturing plants are slow in embracing the digital transformation. The high cost involved in acquiring indispensable resources and the lack of expertise are some of the obstacles low-tech businesses face in endorsing this new paradigm. Inspired by the customization challenges of a small manufacturing plant, our main research contribution is to develop an effective adaptive customization platform that encodes the customization data history of a small manufacturing plant, from a static database, into a dynamic machine learning model to produce personalized products for their customers accurately. Our research improves customers’ experience by reducing the customization system’s complexity consisting of inputting several parameters to obtain personalized products to a single entry. The back-end of the platform uses powerful machine learning (ML) algorithms like extreme gradient boosting (XGBoost) and Random Forest (RF) ensemble learning to match a single customer input to the desired customized product category. Our research experiments convey insights, such as the best scenarios to use XGBoost over RF algorithms for regression problems with non-linear data. The excellent experimental results achieved on both machine learning models show the merits of this customization platform.","Product customization, Industry 4.0 manufacturing, XGBoost algorithm, Ensemble learning, Random Forest (RF) algorithm"
Siraskar R,Reinforcement learning for control of valves,2021,"This paper is a study of reinforcement learning (RL) as an optimal-control strategy for control of nonlinear valves. It is evaluated against the PID (proportional–integral–derivative) strategy, using a unified framework. RL is an autonomous learning mechanism that learns by interacting with its environment. It is gaining increasing attention in the world of control systems as a means of building optimal-controllers for challenging dynamic and nonlinear processes. Published RL research often uses open-source tools (Python and OpenAI Gym environments). We use MATLAB’s recently launched (R2019a) Reinforcement Learning Toolbox\texttrademark to develop the valve controller; trained using the DDPG (Deep Deterministic Policy-Gradient) algorithm and Simulink® to simulate the nonlinear valve and create the experimental test-bench for evaluation. Simulink allows industrial engineers to quickly adapt and experiment with other systems of their choice. Results indicate that the RL controller is extremely good at tracking the signal with speed and produces a lower error with respect to the reference signal. The PID, however, is better at disturbance rejection and hence provides a longer life for the valves. Successful machine learning involves tuning many hyperparameters requiring significant investment of time and efforts. We introduce “Graded Learning” as a simplified, application oriented adaptation of the more formal and algorithmic “Curriculum for Reinforcement Learning”. It is shown via experiments that it helps converge the learning task of complex non-linear real world systems. Finally, experiential learnings gained from this research are corroborated against published research.","Curriculum learning, Graded learning, MATLAB, Optimal-control, Reinforcement learning, Valve control"
"Khan JY,Khondaker MT,Afroz S,Uddin G,Iqbal A",A benchmark study of machine learning models for online fake news detection,2021,"The proliferation of fake news and its propagation on social media has become a major concern due to its ability to create devastating impacts. Different machine learning approaches have been suggested to detect fake news. However, most of those focused on a specific type of news (such as political) which leads us to the question of dataset-bias of the models used. In this research, we conducted a benchmark study to assess the performance of different applicable machine learning approaches on three different datasets where we accumulated the largest and most diversified one. We explored a number of advanced pre-trained language models for fake news detection along with the traditional and deep learning ones and compared their performances from different aspects for the first time to the best of our knowledge. We find that BERT and similar pre-trained models perform the best for fake news detection, especially with very small dataset. Hence, these models are significantly better option for languages with limited electronic contents, i.e., training data. We also carried out several analysis based on the models’ performance, article’s topic, article’s length, and discussed different lessons learned from them. We believe that this benchmark study will help the research community to explore further and news sites/blogs to select the most appropriate fake news detection method.","Fake news, Fake news detection, Benchmark study, Machine learning, Neural network, Deep learning, BERT, Natural language processing"
"Bendali-Braham M,Weber J,Forestier G,Idoumghar L,Muller PA",Recent trends in crowd analysis: A review,2021,"When overpopulated cities face frequent crowded events like strikes, demonstrations, parades or other sorts of people gatherings, they are confronted to multiple security issues. To mitigate these issues, security forces are often involved to monitor the gatherings and to ensure the security of their participants. However, when access to technology is limited, the security forces can quickly become overwhelmed. Fortunately, more and more important smart cities are adopting the concept of intelligent surveillance systems. In these situations, intelligent surveillance systems require the most advanced techniques of crowd analysis to monitor crowd events properly. In this review, we explore various studies related to crowd analysis. Crowd analysis is commonly broken down into two major branches: crowd statistics and crowd behavior analysis. When crowd statistics determines the Level Of Service (LoS) of a crowded scene, crowd behavior analysis describes the motion patterns and the activities that are observed in a scene. One of the hottest topics of crowd analysis is anomaly detection. Although a unanimous definition of anomaly has not yet been met, each of crowd analysis subtopics can be subjected to abnormality. The purpose of our review is to find subareas, in crowd analysis, that are still unexplored or that seem to be rarely addressed through the prism of Deep Learning.","Crowd analysis, Crowd behavior analysis, Group behavior analysis, Abnormal behavior detection, Deep Learning, Video-surveillance"
"Buhendwa AB,Adami S,Adams NA",Inferring incompressible two-phase flow fields from the interface motion using physics-informed neural networks,2021,"In this work, physics-informed neural networks are applied to incompressible two-phase flow problems. We investigate the forward problem, where the governing equations are solved from initial and boundary conditions, as well as the inverse problem, where continuous velocity and pressure fields are inferred from scattered-time data on the interface position. We employ a volume of fluid approach, i.e. the auxiliary variable here is the volume fraction of the fluids within each phase. For the forward problem, we solve the two-phase Couette and Poiseuille flow. For the inverse problem, three classical test cases for two-phase modeling are investigated: (i) drop in a shear flow, (ii) oscillating drop and (iii) rising bubble. Data of the interface position over time is generated by numerical simulation. An effective way to distribute spatial training points to fit the interface, i.e. the volume fraction field, and the residual points is proposed. Furthermore, we show that appropriate weighting of losses associated with the residual of the partial differential equations is crucial for successful training. The benefit of using adaptive activation functions is evaluated for both the forward and inverse problem.","Physics-informed neural networks, Two-phase flows, Volume-of-fluid, Hidden fluid mechanics, Incompressible Navier–Stokes equations"
"Molin NL,Molin C,Dalpatadu RJ,Singh AK",Prediction of obstructive sleep apnea using Fast Fourier Transform of overnight breath recordings,2021,"The objective of this study is to address the problem of predicting the risk of obstructive sleep apnea (OSA) from overnight breath recordings collected by a subject using a smartphone or an iPhone. The dataset used in this study was collected at a health care facility and consists of breathing amplitudes of 42 subjects using the smart phone App ZeeAppnea. A total of four data mining multi-level classifiers are used on the Fast Fourier Transform (FFT) of each time series, and prediction accuracies are computed. The Random Forest (RF) and the Support Vector Machine (SVM) classifiers yielded the best results, with overall multi-level prediction accuracies of 93% and 90%, respectively; the overall multi-level prediction accuracy of manual interpretations of recordings was 55%. The binary overall accuracies for the severe OSA class were 98% (RF), 95% (SVM) and 69% (manual interpretations). Our results show that either RF or SVM can be used on the recordings obtained from ZeeAppnea instead of the time-consuming manual interpretation of charts of breathing amplitudes by medical personnel, as this would improve prediction accuracy and automate the process of this screening application.","Obstructive sleep apnea, Machine learning, Smartphone, Application, Screening"
"Alar HS,Mamaril RO,Villegas LP,Cabarrubias JR",Audio classification of violin bowing techniques: An aid for beginners,2021,"Playing violin requires both left and right hands that move into one another to produce one distinctive sound. While some violin players improve their hearing and recognize these techniques, it can be difficult for some people. Although there are names and categories for each violin technique, distinctions sometimes become ambiguous. This paper presents an audio classification model utilizing Convolutional Neural Network (CNN) that determines the sound produced by violin and classifies the used technique. The dataset used was gathered from real violin players who were tasked to record themselves playing one specific technique. The recorded tracks were then carefully trimmed to remove the noise. The pre-processed recordings served as an input to a benchmark CNN model. To fully optimize the CNN model, we modified the architecture of the model and tweaked the hyper-parameters. A comparative analysis between the two models was discussed in the latter part of this paper. The result of the analysis showed that our proposed model with an average of 94.8 % accuracy outperformed the benchmark model with an average of 87.6% accuracy. Using stratified cross-validation of five folds, we were able to measure the accuracy, training time, and predicting time of the models. A paired t-test with a p-value of 0.01 that shows a significance between the performance of the two models.","Violin, Techniques, Convolutional Neural Network, Audio classification"
